transaction_id,timestamp,sender,receiver,amount,type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,hour_of_day,day_of_week
T3827319,2023-02-25T11:06:54.962817,ACC429068,ACC334637,17.23,transfer,retail,Dubai,pos,False,,-1299.0597582691669,-0.06,14,0.28,card,71.192.172.221,D4873485,11.0,5.0
T1579841,2023-10-20T20:29:41.728006,ACC444769,ACC377069,10.18,transfer,retail,Berlin,web,False,,-1341.4178378841666,1.74,2,0.2,wire_transfer,76.10.129.24,D8296837,20.0,4.0
T3760433,2023-03-13T17:18:06.568030,ACC834828,ACC489385,9.14,payment,online,Toronto,mobile,False,,-5731.289741689722,0.28,19,0.95,UPI,41.9.160.252,D3740041,17.0,0.0
T2142397,2023-03-08T09:52:19.866528,ACC415303,ACC660267,1962.18,deposit,travel,Dubai,mobile,False,,-1320.0270246030557,0.12,7,0.81,UPI,231.66.29.223,D3623392,9.0,2.0
T326150,2023-09-06T04:33:27.155301,ACC413021,ACC959234,835.78,deposit,utilities,London,atm,False,,,-0.56,15,0.44,UPI,0.21.125.20,D7773186,4.0,2.0
T2850954,2023-06-12T03:16:30.710109,ACC359991,ACC833927,13.29,transfer,online,Dubai,web,False,,2449.4523320902777,0.37,17,0.29,card,198.104.47.240,D3234863,3.0,0.0
T4715862,2023-12-31T03:12:23.387438,ACC884973,ACC147037,230.05,payment,restaurant,New York,atm,False,,7516.277897820833,1.0,18,0.11,card,243.194.15.59,D6856203,3.0,6.0
T1232661,2023-05-12T22:25:48.796537,ACC741009,ACC103486,670.44,deposit,retail,New York,pos,False,,,-0.86,3,0.67,wire_transfer,255.27.201.82,D4480483,22.0,4.0
T1878850,2023-09-10T12:06:25.688193,ACC379341,ACC666167,233.4,withdrawal,online,Dubai,mobile,False,,-356.51252425694446,0.61,14,0.86,UPI,123.163.94.184,D5001826,12.0,6.0
T4431804,2023-11-10T18:10:28.533188,ACC338793,ACC513798,10.89,transfer,restaurant,Berlin,atm,False,,6078.631160309167,-1.68,2,0.06,wire_transfer,5.203.31.20,D9430830,18.0,4.0
T731105,2023-02-07T00:30:00.702914,ACC831018,ACC937188,43.44,payment,travel,Dubai,mobile,False,,,-0.22,1,0.65,ACH,95.106.83.220,D2804918,0.0,1.0
T3147377,2023-08-06T07:01:14.916769,ACC393272,ACC301727,236.02,withdrawal,grocery,Tokyo,web,False,,2789.3835806099996,0.39,8,0.6,ACH,153.5.66.207,D8489984,7.0,6.0
T3404770,2023-05-26T07:14:03.440795,ACC908013,ACC899099,42.02,payment,utilities,Tokyo,pos,False,,3180.923962578055,0.03,4,0.54,ACH,20.12.168.141,D4464921,7.0,4.0
T4976859,2023-08-07T06:02:35.675002,ACC790114,ACC845677,1579.96,deposit,grocery,Sydney,atm,False,,-265.4133278533333,1.42,6,0.21,wire_transfer,13.79.217.179,D7420312,6.0,0.0
T1267130,2023-01-26T19:55:56.908490,ACC566379,ACC426217,24.12,transfer,entertainment,Dubai,mobile,False,,-813.6767976430555,-0.76,10,0.42,wire_transfer,148.104.238.40,D4836402,19.0,3.0
T1928477,2023-02-06T11:37:25.022372,ACC183377,ACC598704,116.96,payment,utilities,Berlin,atm,False,,-7730.392629714722,-0.42,1,0.11,ACH,13.197.237.71,D5709918,11.0,0.0
T1303248,2023-08-30T15:26:51.141107,ACC784996,ACC148963,14.19,payment,grocery,New York,atm,False,,585.9541988641666,-0.44,17,0.24,card,220.142.190.239,D8209087,15.0,2.0
T4631093,2023-06-10T23:16:49.818261,ACC270458,ACC416501,1011.3,deposit,utilities,Toronto,web,False,,-3141.5291805091665,-0.32,7,0.02,UPI,178.156.138.72,D9212066,23.0,5.0
T4766719,2023-05-04T08:13:46.471798,ACC591096,ACC732834,1027.27,deposit,entertainment,Sydney,web,False,,-1970.1347825125,-0.36,18,0.33,ACH,66.203.138.19,D1844973,8.0,3.0
T2070922,2023-04-20T01:09:19.545224,ACC222518,ACC533631,36.62,payment,other,Berlin,mobile,False,,-2405.1058846294445,0.39,3,0.27,card,236.11.213.125,D5023903,1.0,3.0
T1565621,2023-10-17T17:01:13.241469,ACC926562,ACC652504,254.73,withdrawal,online,Dubai,web,False,,260.6125892177778,1.24,20,0.67,UPI,146.106.117.46,D3388150,17.0,1.0
T2336766,2023-11-22T23:23:50.480439,ACC446738,ACC810507,264.98,payment,travel,Tokyo,mobile,False,,523.2410266322222,-1.72,3,0.63,UPI,72.224.84.19,D8185607,23.0,2.0
T1214313,2023-04-13T21:14:18.119353,ACC160369,ACC210420,1198.34,deposit,online,Singapore,atm,False,,-5159.984184995834,-0.5,16,0.07,UPI,173.133.231.239,D1894263,21.0,3.0
T1361480,2023-04-07T00:05:20.933175,ACC105688,ACC709959,1148.35,deposit,entertainment,Toronto,web,False,,-671.8540089444444,0.9,11,1.0,card,216.220.154.87,D8379596,0.0,4.0
T2773607,2023-03-21T18:55:12.119730,ACC363880,ACC472360,1119.23,deposit,grocery,New York,mobile,False,,-5874.5474353625,-1.98,1,0.17,card,154.123.15.10,D5177438,18.0,1.0
T1058678,2023-07-06T15:09:08.292918,ACC463456,ACC112065,292.64,withdrawal,entertainment,New York,mobile,False,,-2327.361754095278,-0.59,2,0.12,UPI,213.123.116.103,D2206209,15.0,3.0
T2535322,2023-08-19T06:06:05.277885,ACC374317,ACC485268,55.3,payment,travel,Toronto,web,False,,,0.67,16,0.03,card,224.155.234.114,D8886917,6.0,5.0
T435374,2023-07-27T14:17:15.010115,ACC933953,ACC737831,462.63,deposit,travel,Berlin,atm,False,,,0.23,20,0.05,wire_transfer,76.219.235.64,D8019161,14.0,3.0
T3595816,2023-09-13T20:20:12.148904,ACC261624,ACC156336,15.27,transfer,retail,Toronto,mobile,False,,-851.327509843889,-1.2,12,0.78,card,243.220.201.151,D4079101,20.0,2.0
T3616155,2023-03-07T06:14:34.853902,ACC807983,ACC191173,11.47,transfer,grocery,Berlin,atm,False,,1022.414669515,0.29,7,0.56,card,199.13.90.135,D8645333,6.0,1.0
T1509246,2023-04-19T23:16:10.126757,ACC159648,ACC204437,14.18,transfer,travel,Tokyo,mobile,False,,2454.664887149167,-0.53,4,0.79,card,17.193.85.23,D2858416,23.0,2.0
T5032907,2023-12-27T09:20:42.254790,ACC670335,ACC902360,555.56,deposit,travel,Toronto,atm,False,,5488.636920146944,-0.43,8,0.93,UPI,207.121.227.191,D6838164,9.0,2.0
T280103,2023-04-12T13:53:36.925243,ACC794341,ACC510334,8.2,transfer,grocery,New York,web,False,,702.1380651644444,0.88,19,0.78,UPI,176.4.223.10,D6477458,13.0,2.0
T1037458,2023-03-30T03:57:36.387912,ACC472177,ACC457317,440.84,withdrawal,entertainment,Dubai,web,False,,-6493.405442120833,0.53,5,0.91,wire_transfer,241.86.255.223,D7503834,3.0,3.0
T626360,2023-12-25T08:21:57.771226,ACC553068,ACC683945,199.52,payment,entertainment,Dubai,pos,False,,3808.512344400556,2.77,9,0.2,UPI,226.221.65.9,D3856855,8.0,0.0
T4192442,2023-03-24T08:55:56.411026,ACC935399,ACC535124,1033.95,deposit,other,New York,web,False,,-662.4175066363889,-0.46,2,0.79,wire_transfer,11.224.59.75,D5883029,8.0,4.0
T2684216,2023-02-13T03:36:10.814771,ACC722561,ACC507535,93.64,deposit,utilities,Dubai,pos,False,,-2705.085774643333,-0.78,16,0.65,UPI,167.135.48.14,D6799398,3.0,0.0
T3404350,2023-02-09T13:15:10.881027,ACC694058,ACC856868,15.06,transfer,restaurant,Tokyo,web,False,,-1694.3257956375,0.53,10,0.41,UPI,179.195.197.168,D1808986,13.0,3.0
T4336615,2023-03-30T01:46:50.873253,ACC967349,ACC626759,172.09,withdrawal,grocery,Dubai,atm,False,,-3705.709067926945,-0.98,16,0.77,wire_transfer,216.156.203.162,D2919271,1.0,3.0
T1726589,2023-10-11T21:14:37.403573,ACC160389,ACC204157,53.65,payment,grocery,Sydney,web,False,,,0.37,19,0.85,UPI,168.217.238.39,D1088560,21.0,2.0
T2408259,2023-07-16T21:30:30.869775,ACC192153,ACC276887,821.67,deposit,other,London,atm,False,,603.5969986458333,-0.14,9,0.98,UPI,49.191.99.48,D5502595,21.0,6.0
T2104769,2023-04-06T01:58:00.964263,ACC563635,ACC946521,30.8,transfer,online,London,pos,False,,-5797.445155679445,0.03,14,0.48,wire_transfer,180.49.84.88,D3297464,1.0,3.0
T5053160,2023-06-20T18:56:36.667967,ACC987092,ACC544200,1003.99,deposit,online,London,mobile,True,card_not_present,3360.9065111125,-0.75,13,0.08,wire_transfer,234.100.2.6,D2172684,18.0,1.0
T3528242,2023-08-28T08:54:13.739355,ACC844239,ACC851086,100.62,payment,restaurant,Tokyo,web,False,,1273.6375000925,1.13,1,0.4,wire_transfer,1.67.47.204,D6858256,8.0,0.0
T4239275,2023-07-23T04:22:46.623794,ACC575594,ACC776524,21.32,transfer,travel,Singapore,atm,False,,1334.414081205,-0.42,12,0.78,ACH,14.179.142.102,D4818776,4.0,6.0
T958360,2023-03-28T10:38:11.776546,ACC908027,ACC395066,74.63,payment,online,Singapore,mobile,False,,,0.57,13,0.63,wire_transfer,242.166.133.134,D5489742,10.0,1.0
T2737088,2023-03-30T19:57:42.008863,ACC853683,ACC764779,2.03,payment,restaurant,Dubai,pos,False,,-3652.403463057778,-1.55,7,0.65,ACH,225.8.29.5,D1400668,19.0,3.0
T3459173,2023-12-30T06:33:02.318175,ACC550725,ACC905669,511.81,withdrawal,other,Berlin,web,False,,7241.061296485833,1.14,18,0.32,wire_transfer,145.194.149.247,D4412304,6.0,5.0
T1421759,2023-08-16T14:56:36.389857,ACC467036,ACC230489,858.78,deposit,grocery,Dubai,web,False,,2976.0245911291668,0.94,7,0.55,UPI,195.135.165.229,D9918763,14.0,2.0
T2256977,2023-11-26T01:30:27.749898,ACC589190,ACC550791,855.26,deposit,other,Singapore,web,False,,187.97159808083333,-0.19,19,0.26,UPI,183.82.125.227,D7029612,1.0,6.0
T5015930,2023-11-15T04:13:01.909293,ACC846110,ACC296945,105.47,payment,grocery,Dubai,mobile,False,,663.5056474347223,0.33,15,0.49,UPI,110.241.149.112,D3065047,4.0,2.0
T876054,2023-10-28T15:39:52.659644,ACC625317,ACC501066,74.79,payment,online,New York,web,False,,6104.282817156111,0.14,1,0.12,wire_transfer,226.113.116.20,D1003488,15.0,5.0
T1132461,2023-03-19T05:14:26.608991,ACC993082,ACC486812,65.81,transfer,utilities,Dubai,pos,False,,,0.48,2,0.99,card,178.77.83.149,D7802446,5.0,6.0
T876816,2023-07-28T22:11:48.763556,ACC405536,ACC726293,29.46,transfer,travel,Singapore,mobile,False,,,-0.79,1,0.26,UPI,123.162.125.235,D6800974,22.0,4.0
T4894158,2023-06-20T11:19:16.164540,ACC671794,ACC639327,0.01,withdrawal,utilities,Toronto,web,False,,3490.9123030875003,1.04,20,0.29,card,218.32.1.201,D3784850,11.0,1.0
T2424257,2023-10-25T02:20:18.004430,ACC369630,ACC945404,426.67,deposit,restaurant,Singapore,mobile,False,,-985.8079146161112,-0.34,7,0.76,card,246.148.13.112,D3426004,2.0,2.0
T4625198,2023-04-01T17:54:39.019777,ACC237876,ACC373165,20.61,payment,restaurant,Berlin,atm,False,,-6445.8853054425,-0.3,8,0.15,wire_transfer,138.147.159.177,D6407753,17.0,5.0
T3339482,2023-03-13T15:12:09.807754,ACC839701,ACC646344,13.19,transfer,restaurant,Toronto,pos,False,,-2106.7657396244444,-0.36,10,0.64,wire_transfer,75.185.250.84,D7118108,15.0,0.0
T4030765,2023-12-08T10:13:21.923560,ACC821418,ACC679475,26.62,payment,restaurant,Berlin,pos,False,,3100.349129570833,0.95,3,0.1,wire_transfer,21.92.72.193,D1245038,10.0,4.0
T1124305,2023-06-08T04:13:17.750169,ACC346973,ACC189934,28.46,transfer,retail,Singapore,web,False,,,1.11,13,0.37,card,7.38.83.138,D7739383,4.0,3.0
T3477027,2023-08-07T03:59:38.366116,ACC590549,ACC354174,53.91,payment,entertainment,Toronto,web,False,,3574.176508466111,-0.86,13,0.88,UPI,41.237.35.102,D1977124,3.0,0.0
T598801,2023-01-04T19:54:08.435072,ACC763353,ACC477183,239.07,withdrawal,entertainment,Dubai,pos,False,,,0.04,9,0.05,ACH,32.236.236.213,D4215657,19.0,2.0
T5081228,2023-12-26T10:32:34.670677,ACC310323,ACC169205,1335.85,deposit,restaurant,Tokyo,mobile,False,,3434.1519141066665,0.05,17,0.68,card,171.116.77.237,D8789198,10.0,1.0
T1133771,2023-05-24T14:38:18.181812,ACC285970,ACC518594,3.82,transfer,restaurant,Dubai,pos,False,,-2229.4976222508335,0.7,11,0.22,ACH,226.251.34.66,D3886751,14.0,2.0
T4180618,2023-08-18T04:27:16.255430,ACC699954,ACC606789,465.91,deposit,travel,Toronto,mobile,False,,1852.7305987883333,-0.37,12,0.36,UPI,157.249.208.9,D6687297,4.0,4.0
T2067642,2023-12-11T09:22:29.934797,ACC306828,ACC258416,573.2,withdrawal,entertainment,Sydney,pos,False,,-96.7113732025,0.92,10,0.33,UPI,60.108.227.92,D8728566,9.0,0.0
T4050455,2023-01-10T07:13:04.474403,ACC603589,ACC361835,971.04,deposit,travel,Tokyo,atm,False,,-5527.950882199445,-0.5,17,0.7,UPI,138.59.22.173,D4569161,7.0,1.0
T2371990,2023-09-11T15:18:43.182163,ACC630993,ACC500556,56.51,transfer,entertainment,New York,web,False,,3729.3706540486114,-1.58,7,0.59,card,135.225.185.169,D1283365,15.0,0.0
T3097274,2023-05-16T14:53:10.840449,ACC151088,ACC297461,1435.2,deposit,entertainment,Sydney,atm,False,,-1806.767740618611,1.45,14,0.82,wire_transfer,35.59.206.175,D2126389,14.0,1.0
T2514305,2023-12-08T00:45:12.499013,ACC456034,ACC675395,125.14,payment,retail,Dubai,atm,False,,-429.0799806575,0.04,11,0.59,wire_transfer,115.235.83.39,D7536301,0.0,4.0
T3930105,2023-07-19T02:37:27.205989,ACC762974,ACC951921,1.95,transfer,travel,Berlin,atm,False,,645.2201410247222,0.14,15,0.36,UPI,159.241.190.111,D7173077,2.0,2.0
T4775967,2023-11-09T15:06:43.676730,ACC886799,ACC716076,36.75,transfer,restaurant,Toronto,web,False,,141.79838126027778,-0.82,18,0.08,card,20.189.82.184,D1403717,15.0,3.0
T2769043,2023-08-07T12:33:37.849729,ACC887882,ACC193868,8.28,payment,grocery,London,atm,False,,3231.390135023333,-0.44,11,0.03,card,81.255.239.73,D8172334,12.0,0.0
T2014314,2023-01-05T13:07:18.030214,ACC498314,ACC244957,151.32,payment,entertainment,Tokyo,atm,False,,,-0.39,20,0.76,UPI,170.215.162.142,D6082125,13.0,3.0
T3822407,2023-01-19T22:02:01.917476,ACC851030,ACC266939,332.78,withdrawal,entertainment,Berlin,web,False,,-2605.9132250275,-0.34,5,0.7,ACH,181.133.228.25,D8251205,22.0,3.0
T3457861,2023-04-02T08:31:39.633655,ACC839040,ACC603529,99.34,deposit,grocery,Berlin,mobile,False,,-47.65839509777778,0.62,2,0.06,wire_transfer,101.146.162.240,D3311069,8.0,6.0
T4580951,2023-09-25T19:47:18.835099,ACC881361,ACC557528,39.19,payment,grocery,London,mobile,False,,872.6016733694444,-1.52,19,0.98,UPI,157.70.223.27,D1169330,19.0,0.0
T2923222,2023-07-19T10:41:52.022948,ACC438339,ACC883769,636.61,deposit,grocery,Tokyo,atm,False,,3292.066168933611,1.16,5,0.54,UPI,110.234.54.254,D2768047,10.0,2.0
T4121824,2023-03-25T06:17:05.217879,ACC935959,ACC900118,33.52,transfer,utilities,Tokyo,web,False,,-2026.882456013611,-0.1,19,0.9,card,143.250.128.162,D7290155,6.0,5.0
T236110,2023-07-07T08:43:14.111271,ACC971114,ACC275296,4.07,transfer,utilities,Singapore,pos,False,,,-0.23,18,0.83,wire_transfer,107.9.118.78,D3280986,8.0,4.0
T109328,2023-10-23T02:49:22.457667,ACC277427,ACC884947,23.08,transfer,other,Tokyo,mobile,False,,,0.26,18,0.23,card,54.41.101.239,D7451767,2.0,0.0
T3544238,2023-05-31T19:26:36.325000,ACC279483,ACC229697,230.66,payment,retail,Sydney,atm,False,,1670.0700254819444,-0.27,19,0.62,card,165.50.88.78,D7377773,19.0,2.0
T495449,2023-12-25T09:17:57.211266,ACC494115,ACC568281,537.73,withdrawal,other,Berlin,mobile,False,,,0.79,18,0.47,card,162.55.165.68,D6643178,9.0,0.0
T2756757,2023-03-22T15:54:29.857297,ACC878630,ACC592603,131.3,withdrawal,restaurant,Sydney,mobile,False,,-2648.8224397547224,-0.58,8,0.7,ACH,172.84.32.87,D1903971,15.0,2.0
T3215458,2023-09-09T08:50:48.232165,ACC367674,ACC206826,17.55,transfer,grocery,Berlin,mobile,True,card_not_present,-141.3712826561111,1.84,2,0.5,card,9.158.90.74,D5895633,8.0,5.0
T2092514,2023-02-15T17:47:41.170592,ACC476146,ACC945790,26.26,transfer,restaurant,Sydney,mobile,False,,-2988.0388747025004,-1.25,15,0.32,ACH,144.47.17.20,D7209426,17.0,2.0
T4486452,2023-05-31T08:33:42.125842,ACC309418,ACC374235,146.96,withdrawal,restaurant,Toronto,mobile,False,,-789.02468191,-0.68,20,0.76,ACH,158.133.97.105,D4698956,8.0,2.0
T595656,2023-06-07T13:43:48.986479,ACC211449,ACC923022,1789.25,deposit,restaurant,Berlin,web,False,,,1.35,13,0.56,card,136.28.179.250,D2423688,13.0,2.0
T4619830,2023-07-27T23:33:51.332695,ACC523831,ACC756016,727.66,deposit,online,London,pos,False,,2214.024738669445,0.23,9,0.52,wire_transfer,148.214.147.242,D3153891,23.0,3.0
T341890,2023-02-06T10:58:57.306699,ACC611894,ACC606861,162.51,payment,retail,Toronto,pos,False,,-5327.393489569444,-1.01,1,0.08,ACH,225.108.152.112,D7446090,10.0,0.0
T1572945,2023-07-23T09:08:04.330510,ACC903780,ACC367736,553.63,deposit,restaurant,New York,web,False,,2437.6764541366665,-3.1,5,0.26,ACH,254.87.93.114,D3819225,9.0,6.0
T2644691,2023-01-31T21:56:29.477194,ACC935708,ACC114265,17.31,transfer,grocery,London,web,False,,-5788.575344835001,0.65,14,0.68,card,11.163.96.64,D6922588,21.0,1.0
T1344061,2023-12-27T18:29:58.079090,ACC493760,ACC137832,390.56,withdrawal,entertainment,Berlin,web,False,,819.2182667419445,-1.85,3,0.91,ACH,17.43.36.30,D6076824,18.0,2.0
T4989095,2023-10-26T23:05:34.749783,ACC686669,ACC643450,967.24,deposit,entertainment,Tokyo,mobile,False,,5137.4078216325,-0.43,6,0.19,card,48.62.207.185,D6385318,23.0,3.0
T1140862,2023-06-24T08:01:02.809894,ACC823562,ACC975216,675.15,deposit,retail,Singapore,web,False,,-1214.0484761877776,0.55,10,0.75,UPI,144.120.12.30,D4662784,8.0,5.0
T293273,2023-08-26T18:51:18.637551,ACC682123,ACC839837,1.4,withdrawal,travel,New York,mobile,False,,,0.22,2,0.12,card,35.240.197.19,D6702516,18.0,5.0
T4337544,2023-09-17T08:31:33.686849,ACC699687,ACC943271,27.64,withdrawal,other,London,mobile,False,,3784.335769573611,0.92,3,0.95,UPI,120.91.10.19,D2007043,8.0,6.0
T1957570,2023-09-12T22:59:06.413755,ACC404801,ACC460070,718.58,deposit,restaurant,London,pos,False,,344.1720655861111,-0.73,13,0.25,ACH,181.238.116.7,D9006787,22.0,1.0
T3265273,2023-01-25T17:00:47.075834,ACC968385,ACC393742,64.51,payment,grocery,London,pos,False,,,-0.12,17,0.14,UPI,9.133.22.130,D1014693,17.0,2.0
T1451422,2023-11-15T11:04:02.239469,ACC665862,ACC334259,1083.7,deposit,other,Toronto,atm,False,,4092.932812748056,-0.14,5,0.59,card,160.0.224.130,D3318923,11.0,2.0
T4288383,2023-01-13T19:28:18.488852,ACC806972,ACC465856,832.33,deposit,online,Toronto,mobile,False,,-8143.287384906944,0.05,10,0.95,card,225.142.2.20,D9181125,19.0,4.0
T953478,2023-05-04T11:39:40.572992,ACC330454,ACC338080,94.13,transfer,entertainment,London,web,False,,525.4878738727778,-0.78,13,0.48,wire_transfer,78.245.253.109,D4344580,11.0,3.0
T1430329,2023-07-31T06:09:10.355618,ACC506972,ACC752728,2188.84,deposit,utilities,Dubai,web,False,,-3302.6617272672224,-0.72,12,0.95,UPI,244.203.14.159,D4713121,6.0,0.0
T1735818,2023-03-23T16:08:32.383180,ACC133832,ACC420837,113.36,payment,entertainment,Tokyo,web,False,,-1496.7305579758336,0.71,5,0.27,card,116.246.34.118,D4451511,16.0,3.0
T3585367,2023-01-11T06:40:11.972059,ACC983682,ACC812272,30.61,transfer,retail,New York,atm,False,,-987.1724631966669,0.06,3,0.7,UPI,185.163.90.179,D6411287,6.0,2.0
T3168230,2023-08-02T03:47:03.701074,ACC234310,ACC500930,494.1,withdrawal,utilities,Berlin,mobile,False,,3576.975653635,-0.37,4,0.48,ACH,30.11.130.60,D5071788,3.0,2.0
T1715039,2023-09-26T23:09:34.095849,ACC806185,ACC696973,47.39,payment,retail,London,pos,False,,2564.2158818058333,0.57,3,0.06,ACH,255.74.150.188,D9865338,23.0,1.0
T5058588,2023-08-25T23:04:42.094359,ACC206558,ACC420004,3.03,payment,retail,Dubai,atm,False,,-197.5074364397222,-0.85,7,0.69,wire_transfer,89.33.99.247,D6492059,23.0,4.0
T329941,2023-03-16T17:20:31.528799,ACC482251,ACC494341,609.95,withdrawal,retail,New York,atm,False,,,0.01,7,0.25,UPI,28.56.210.54,D2987442,17.0,3.0
T4658040,2023-01-22T23:20:05.186513,ACC375862,ACC751808,509.76,withdrawal,restaurant,Tokyo,atm,False,,-1251.4996468880556,-1.22,20,0.76,UPI,22.79.252.143,D8959275,23.0,6.0
T1806586,2023-10-29T03:26:01.547857,ACC622340,ACC941027,379.23,withdrawal,other,Singapore,pos,False,,,-0.87,6,0.31,UPI,94.184.88.239,D4829137,3.0,6.0
T2567175,2023-07-08T21:53:16.120102,ACC131876,ACC810690,702.85,withdrawal,grocery,London,web,False,,2475.653337458333,0.72,9,0.83,ACH,250.85.10.40,D1131687,21.0,5.0
T4052824,2023-09-02T08:11:51.336755,ACC938814,ACC551781,0.01,deposit,other,Dubai,atm,False,,3533.1572570222224,0.14,9,0.91,UPI,5.230.3.116,D1151036,8.0,5.0
T3034445,2023-12-02T06:22:55.651253,ACC696757,ACC488770,14.1,withdrawal,entertainment,London,web,False,,5722.159933449445,-0.06,20,0.96,ACH,185.136.246.101,D4478767,6.0,5.0
T131282,2023-08-21T14:08:49.402099,ACC951828,ACC925206,1085.55,deposit,travel,Berlin,mobile,False,,,0.84,12,0.14,card,244.100.139.56,D1394148,14.0,0.0
T3283108,2023-10-18T08:55:44.626235,ACC834552,ACC500184,20.92,transfer,other,Dubai,web,False,,6884.304628744722,-1.25,19,0.82,card,129.47.66.46,D7057191,8.0,2.0
T4905214,2023-07-27T04:43:27.583238,ACC266223,ACC851242,1860.42,deposit,other,Dubai,web,False,,708.7550607552778,0.2,15,0.87,wire_transfer,228.40.37.86,D5603620,4.0,3.0
T1059929,2023-09-26T23:21:19.578102,ACC583072,ACC710230,9.8,payment,grocery,Sydney,atm,False,,763.2259405972222,-1.59,18,0.6,UPI,182.164.100.247,D9223670,23.0,1.0
T3281917,2023-12-30T18:37:11.455580,ACC722138,ACC709919,129.45,withdrawal,retail,Dubai,pos,False,,3265.8528310633333,0.98,15,0.37,card,68.216.67.181,D2952252,18.0,5.0
T2016236,2023-10-06T12:48:55.891434,ACC876518,ACC184362,335.36,withdrawal,online,New York,web,False,,-1835.4431585669445,0.59,15,0.63,UPI,200.7.232.38,D8187348,12.0,4.0
T432918,2023-12-27T23:08:00.603741,ACC975521,ACC891014,258.58,payment,online,London,mobile,False,,891.417450426111,0.59,16,0.04,wire_transfer,15.67.10.156,D6042460,23.0,2.0
T1364209,2023-12-31T23:28:38.913681,ACC140241,ACC468010,62.73,payment,utilities,London,atm,False,,,0.92,13,0.56,ACH,217.147.146.148,D7118229,23.0,6.0
T3721195,2023-10-01T21:15:40.195135,ACC515347,ACC596174,30.43,transfer,travel,New York,web,False,,231.82599563416667,0.78,12,0.16,UPI,65.250.240.144,D8774178,21.0,6.0
T2004632,2023-05-13T15:34:12.087808,ACC819173,ACC951240,14.0,payment,online,Tokyo,web,False,,934.3725209927776,0.5,14,0.2,card,86.155.81.191,D9488346,15.0,5.0
T3540595,2023-12-11T20:49:19.197635,ACC936128,ACC429294,46.81,transfer,utilities,Toronto,atm,False,,108.11450649555556,-0.67,20,0.55,ACH,91.223.244.78,D2041077,20.0,0.0
T2073003,2023-02-15T03:34:22.855361,ACC131370,ACC269209,174.81,payment,retail,Sydney,atm,False,,-6140.680980960556,1.0,14,0.8,card,223.234.142.68,D1907310,3.0,2.0
T2849577,2023-07-06T16:38:42.063597,ACC786709,ACC117445,42.63,transfer,grocery,Tokyo,pos,False,,-735.4617056505556,-0.39,17,0.17,wire_transfer,85.146.55.156,D7617230,16.0,3.0
T3661359,2023-06-05T11:26:15.645713,ACC211880,ACC444821,143.29,payment,grocery,Tokyo,mobile,False,,-2132.099457881111,-1.06,11,0.01,card,229.2.49.116,D9290120,11.0,0.0
T4277881,2023-10-06T17:26:19.565186,ACC233527,ACC355193,83.89,withdrawal,travel,London,mobile,False,,-429.66655968,-0.67,9,0.65,wire_transfer,212.209.160.90,D4567563,17.0,4.0
T478889,2023-04-28T10:57:07.212376,ACC998899,ACC701801,87.92,payment,online,Berlin,web,False,,-1152.3493538083333,0.67,20,0.71,card,140.145.68.142,D8245396,10.0,4.0
T1038873,2023-07-07T16:05:26.880449,ACC985355,ACC748488,1306.25,deposit,utilities,Sydney,pos,False,,-2205.5373171991664,-0.1,20,0.24,wire_transfer,57.153.84.88,D1252374,16.0,4.0
T1293909,2023-02-27T22:22:32.661849,ACC680372,ACC401570,238.03,withdrawal,travel,Sydney,atm,False,,-3394.2982766122223,0.24,14,0.8,card,7.107.170.75,D2939861,22.0,0.0
T3921908,2023-10-23T20:01:18.847111,ACC938809,ACC536337,0.01,withdrawal,grocery,New York,mobile,False,,-342.1541077475,-0.47,14,0.97,wire_transfer,148.79.115.56,D7174958,20.0,0.0
T1091140,2023-07-11T01:31:12.996566,ACC347921,ACC257958,930.14,withdrawal,restaurant,Sydney,atm,False,,,-0.11,18,0.91,UPI,150.150.212.191,D4559349,1.0,1.0
T2256893,2023-01-12T04:34:00.907844,ACC667661,ACC192835,69.03,payment,online,Sydney,mobile,False,,-5544.009622885277,-1.21,5,0.47,UPI,163.124.169.46,D4664615,4.0,3.0
T1226548,2023-05-22T20:02:25.351038,ACC443727,ACC428196,29.84,transfer,other,Toronto,web,False,,2202.787117790278,1.61,11,0.47,ACH,84.107.230.175,D7871750,20.0,0.0
T1912490,2023-07-07T01:17:57.743646,ACC629617,ACC993936,1761.68,deposit,restaurant,London,mobile,False,,-3996.527147810555,0.79,20,0.65,wire_transfer,187.52.61.40,D1549686,1.0,4.0
T2061346,2023-02-10T00:20:20.264293,ACC193848,ACC228391,1269.59,deposit,entertainment,Tokyo,web,False,,-7512.847413603056,0.07,8,0.61,card,211.218.61.47,D4565436,0.0,4.0
T5094934,2023-09-26T01:43:25.656012,ACC738158,ACC234657,1350.2,deposit,travel,Tokyo,mobile,False,,-1529.8898591644445,-2.94,20,0.42,ACH,166.3.197.109,D9443332,1.0,1.0
T2467309,2023-05-17T00:27:06.732270,ACC702516,ACC195210,279.53,withdrawal,other,Tokyo,pos,False,,-4616.925015051111,-0.02,8,0.46,card,183.41.195.130,D2442469,0.0,2.0
T3447605,2023-11-06T20:01:50.833787,ACC343786,ACC405287,328.65,payment,retail,New York,pos,False,,1535.5965080138888,0.52,7,0.66,wire_transfer,200.54.250.179,D8096770,20.0,0.0
